subhalo_id,group_id,is_central,stellar_mass,vel_dispersion,half_mass_radius,metallicity,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,halo_mass,halo_mass_log,log_vel_dispersion,log_half_mass_radius,log_metallicity
216025,56,0,9.526426277776618,66.6547,15.6518,0.0144135,48726.7,66186.6,23998.0,695.629,278.417,169.182,34518327197741.363,13.5380497410874,1.8238307780874414,1.1945642898131479,-1.8412004175149017
146176,23,1,11.871906637644651,267.285,250.485,0.0162429,15390.8,10517.5,28673.1,-86.8727,172.072,-74.9247,33416922844930.984,13.523966455940542,2.426974586889649,2.398781723767022,-1.789309692758821
146177,23,0,11.667532913146514,258.589,212.769,0.00610122,16725.7,10001.6,28387.0,-474.337,214.641,-33.4441,33416922844930.984,13.523966455940542,2.4126100466816225,2.3279083524309696,-2.2145121390299463
146178,23,0,11.214411267814844,194.504,153.272,0.00874923,14047.3,10927.7,28718.2,131.233,-84.3874,98.9149,33416922844930.984,13.523966455940542,2.288928537075942,2.185462824416324,-2.0579805313870523
146179,23,0,10.951565794933757,126.015,35.327,0.0158852,16886.1,9494.85,28231.1,-190.032,-84.392,-225.179,33416922844930.984,13.523966455940542,2.10042224376436,1.548106758330256,-1.7989799741831014
146180,23,0,10.92825808039614,120.371,29.7566,0.0250659,16441.3,10019.1,28530.6,-170.613,497.253,-335.657,33416922844930.984,13.523966455940542,2.080521868508159,1.4735833070622228,-1.6008993715120305
146181,23,0,10.725390952843869,107.242,24.2524,0.0255276,14965.4,10474.7,29009.0,-204.993,362.241,14.4202,33416922844930.984,13.523966455940542,2.03036490472211,1.3847547225334125,-1.592973001449028
146182,23,0,10.590993913716979,98.3707,42.3798,0.0185462,17579.1,9852.63,28214.1,-739.774,173.709,14.8481,33416922844930.984,13.523966455940542,1.9928657618135035,1.6271589028443054,-1.7317216448809571
146183,23,0,10.659815461047526,102.308,35.3437,0.0145699,14908.0,9944.83,28944.8,-500.553,130.741,254.396,33416922844930.984,13.523966455940542,2.0099095948071026,1.5483120122185798,-1.836513622357519
146184,23,0,10.77402102710691,117.992,17.792,0.0264529,15335.2,10748.3,28665.6,595.378,-74.4286,-133.952,33416922844930.984,13.523966455940542,2.0718525626143007,1.2502247699019635,-1.5775102924899762
146185,23,0,10.227318809771363,82.4548,42.3924,0.0175873,14924.9,10644.0,29291.1,195.884,76.2523,-373.221,33416922844930.984,13.523966455940542,1.9162159426104395,1.6272880043778808,-1.7547761353178866
222267,60,1,11.633992962287968,268.539,263.397,0.0099296,38289.2,127.834,37174.8,89.6585,-385.884,192.427,33210729616456.305,13.521278416848617,2.4290073673347052,2.4206108241911966,-2.003024510938954
222268,60,0,10.959432228966305,143.814,27.5027,0.0167325,38034.2,212.166,37266.4,44.8016,31.5049,-195.601,33210729616456.305,13.521278416848617,2.157801165788124,1.4393753315590316,-1.7764132119539349
222269,60,0,10.627705033687112,100.652,48.024,0.0235062,38304.9,74310.9,37036.3,122.627,16.5492,102.394,33210729616456.305,13.521278416848617,2.002822408934898,1.6814583303478174,-1.628799097670819
222270,60,0,10.753079822045724,118.769,29.5774,1e-06,38337.6,74987.0,37675.3,-100.694,-288.269,420.072,33210729616456.305,13.521278416848617,2.074703099855632,1.4709599947020797,-5.698970004336019
222271,60,0,10.342037838544561,102.551,27.1747,0.0154025,38477.8,498.803,37250.2,-282.946,-701.254,-296.701,33210729616456.305,13.521278416848617,2.0109398996372416,1.4341647583125643,-1.8123805870867793
222272,60,0,10.377773500665217,92.3963,27.4814,0.0206751,38332.1,74821.3,36729.5,-341.844,-348.05,444.584,33210729616456.305,13.521278416848617,1.9656545802920062,1.4390388534525511,-1.684531376033116
222273,60,0,9.900755658827263,77.714,26.5529,0.0119926,38280.1,74784.8,37457.1,-186.622,233.926,231.64,33210729616456.305,13.521278416848617,1.8904992630100987,1.4241119598890053,-1.9210504394643533
222274,60,0,10.110039191365622,75.4168,29.9991,0.0227463,37966.4,55.4209,36741.1,551.375,-583.637,237.79,33210729616456.305,13.521278416848617,1.8774681009703484,1.477108225689769,-1.6430701447074934
222275,60,0,10.181076097285255,85.9365,19.7233,0.0235764,38281.7,196.564,36887.4,179.122,-86.3716,-246.6,33210729616456.305,13.521278416848617,1.934177661872437,1.2949795805792375,-1.6275040884652758
222276,60,0,10.574355980286375,120.17,2.4806,1e-06,38282.1,68.3634,37189.6,56.4344,-826.646,435.895,33210729616456.305,13.521278416848617,2.07979606117236,0.3945567393636564,-5.698970004336019
230235,66,1,11.759183668900322,272.649,230.454,0.0203743,6989.65,50951.7,43107.6,280.21,-38.1036,459.539,32644138837374.52,13.513805216266894,2.4356039091555073,2.36258425059398,-1.6908959881150825
230236,66,0,10.678773945268162,102.724,40.0933,0.0121321,6632.55,51836.0,43380.0,54.8036,-125.372,581.772,32644138837374.52,13.513805216266894,2.011671922174398,1.6030718036390947,-1.9160282229678731
230237,66,0,10.699473632288845,126.281,30.5492,0.0234547,6807.49,51324.6,43017.6,479.574,-666.962,635.919,32644138837374.52,13.513805216266894,2.101338012345634,1.4849998417427408,-1.629751601659437
230238,66,0,10.409995983436858,95.0884,34.3521,0.017087,7356.77,51057.3,43476.4,-240.088,-71.1595,510.205,32644138837374.52,13.513805216266894,1.9781275398263354,1.5359532913383593,-1.7673087646515375
230239,66,0,10.35183760125579,84.7984,35.7755,0.026616,6989.93,51550.3,43153.7,199.812,531.649,701.364,32644138837374.52,13.513805216266894,1.9283876579439012,1.5535857121934775,-1.5748408954002955
230240,66,0,10.35255278494024,108.272,15.5071,0.00313346,6861.36,51098.6,43147.6,434.381,-287.649,1251.96,32644138837374.52,13.513805216266894,2.0345161591393937,1.1905305875134036,-2.5038372679817043
230241,66,0,10.294206446188374,94.5877,7.8897,0.0386568,6926.53,51091.8,43171.7,107.601,-423.907,821.02,32644138837374.52,13.513805216266894,1.9758346652661434,0.8970604897973039,-1.412762865130196
230242,66,0,10.189304693300558,86.2094,6.9091,0.0201952,7017.66,50869.0,43015.8,331.025,-375.427,1300.19,32644138837374.52,13.513805216266894,1.9355546225017146,0.8394214785622981,-1.6947303372008382
230243,66,0,9.282824133969266,50.7508,25.4275,0.00909499,6620.47,51536.1,43318.6,-107.815,-294.743,560.842,32644138837374.52,13.513805216266894,1.7054428925526819,1.4053036629843159,-2.0411500257771387
230244,66,0,10.250930436908552,88.6823,1.7438,1e-06,6953.95,50986.3,43164.3,496.305,-251.995,204.957,32644138837374.52,13.513805216266894,1.9478369481361266,0.24149667332751015,-5.698970004336019
226194,63,1,11.844588509014944,275.496,242.666,0.0191388,73089.2,1637.16,44712.3,-131.139,-18.097,-187.471,31999415129308.754,13.505142040556308,2.4401152975960114,2.3850089314750273,-1.7180626046652459
226195,63,0,10.723126382562297,124.194,47.2409,0.0072776,73470.8,2161.07,44636.6,-516.16,-287.176,-36.5834,31999415129308.754,13.505142040556308,2.094100614924018,1.674318162889624,-2.1379521468881824
226196,63,0,10.755891726915726,117.211,41.7056,0.011204,72515.0,2050.21,44867.2,315.644,-302.685,-134.577,31999415129308.754,13.505142040556308,2.0689683711968083,1.620194373578319,-1.95058813912892
226197,63,0,10.98075930169234,148.429,7.0965,1e-06,73043.4,1801.3,44769.6,-347.362,193.593,-58.6604,31999415129308.754,13.505142040556308,2.1715187615194025,0.8510442071042466,-5.698970004336019
226198,63,0,10.837643228148607,149.586,2.2755,0.0387609,73114.2,1619.21,44739.2,18.8078,-146.614,71.8461,31999415129308.754,13.505142040556308,2.1748909490948725,0.35707683984241173,-1.4115949431978518
226199,63,0,9.696181174208782,67.193,25.5699,0.0118829,72949.6,1201.15,44356.1,355.335,-114.911,73.3989,31999415129308.754,13.505142040556308,1.8273240316889316,1.4077290295698195,-1.9250410113307528
226200,63,0,10.360303890945087,90.6169,2.0968,1e-06,73093.1,1639.23,44645.8,-222.852,77.8362,-292.178,31999415129308.754,13.505142040556308,1.957209200902952,0.321557007938544,-5.698970004336019
226201,63,0,9.870278773868598,66.234,9.3035,0.0240468,73551.8,2246.33,44673.4,-642.437,-270.022,92.7045,31999415129308.754,13.505142040556308,1.8210809837268034,0.9686463619658839,-1.6189246486690754
226202,63,0,9.369646892328817,47.9157,19.4677,0.0168078,73452.7,2062.97,45136.7,-182.735,361.998,-57.531,31999415129308.754,13.505142040556308,1.6804778371345153,1.2893146450838766,-1.7744632902476627
226203,63,0,9.576780218850955,55.0519,13.8401,0.0248221,73054.2,1347.15,44526.7,290.784,279.088,-53.7419,31999415129308.754,13.505142040556308,1.7407723123227776,1.141139228075312,-1.6051439831586367
225155,62,1,11.872318888772897,263.971,218.744,0.0138167,2321.43,16720.8,24163.0,-286.35,549.891,-242.623,30523301409802.184,13.484631505249997,2.421556217658576,2.3399361494537643,-1.8595642406403237
225156,62,0,11.192843401011027,192.565,69.9226,0.0146026,2208.11,17223.7,24173.3,-530.614,101.025,249.65,30523301409802.184,13.484631505249997,2.2845773539818564,1.8446175687204436,-1.8355400711052086
225157,62,0,10.878871556720924,140.649,17.0399,0.00921751,2219.39,17241.2,24034.0,-402.338,76.6231,278.727,30523301409802.184,13.484631505249997,2.1481366487228635,1.2314670417466658,-2.0353392688672964
225158,62,0,10.913220802857538,154.325,7.3699,0.0146182,2228.07,17262.3,24195.5,-589.805,290.54,87.5094,30523301409802.184,13.484631505249997,2.1884362856391473,0.8674615950852619,-1.8350763924323055
225159,62,0,10.71465119076088,108.33,13.968,0.0214103,2241.51,16895.5,24315.9,-56.3469,335.422,-63.0738,30523301409802.184,13.484631505249997,2.0347487431464892,1.1451342263614945,-1.6693569634535004
225160,62,0,10.273382357329643,91.1791,11.446,0.0155895,2266.89,17146.8,24193.3,-1006.92,219.484,601.411,30523301409802.184,13.484631505249997,1.959895301103904,1.0586537415723702,-1.8071399564109742
225161,62,0,10.398421863272812,91.4287,2.898,1e-06,2394.86,16567.3,24247.5,-410.749,743.505,-194.913,30523301409802.184,13.484631505249997,1.9610825446958162,0.4620983811351558,-5.698970004336019
225162,62,0,9.100276911195962,46.3427,11.9708,1e-06,2829.08,17154.3,24022.4,-331.743,522.178,17.7121,30523301409802.184,13.484631505249997,1.6659813328838626,1.078123174965795,-5.698970004336019
225163,62,0,8.806524439176153,41.8832,15.465,0.0119843,2386.02,16770.1,23747.3,-737.113,515.463,-416.807,30523301409802.184,13.484631505249997,1.6220398556536655,1.1893499243391978,-1.9213510908156461
225164,62,0,8.560971731304637,37.8486,15.46,1e-06,1778.25,16801.2,24249.9,-366.742,277.774,231.28,30523301409802.184,13.484631505249997,1.5780498198065127,1.1892094895823062,-5.698970004336019
239245,73,1,11.76967357931718,268.212,224.189,0.00739724,62121.7,28997.2,22834.4,295.211,-189.954,-68.7358,30107698308214.312,13.478677555570878,2.4284782046013267,2.350614299799996,-2.1308715842148653
239246,73,0,11.187235037211515,184.331,7.1371,0.019662,62061.2,28991.7,22826.5,222.582,-127.372,34.2794,30107698308214.312,13.478677555570878,2.265598379151737,0.8535217818268372,-1.706350220784165
239247,73,0,9.984687397666757,72.522,25.7394,0.015488,61675.6,29213.8,23308.8,239.206,-742.216,-147.898,30107698308214.312,13.478677555570878,1.8604697724916839,1.410598419035881,-1.809976620233115
239248,73,0,10.202051460313978,72.3286,15.3879,0.032618,62717.0,29021.4,22641.4,28.8766,-91.5257,-34.6054,30107698308214.312,13.478677555570878,1.859310058928735,1.1871793553323795,-1.4865293572484994
239249,73,0,9.90543016874159,62.9605,19.9057,0.0195714,61571.3,29230.5,22430.7,380.278,-429.477,-182.113,30107698308214.312,13.478677555570878,1.7990681683087386,1.2989774545044905,-1.7083559171703449
239250,73,0,10.192732351920652,71.5916,7.9911,0.0321891,61785.0,29035.9,23031.8,392.118,-108.854,227.881,30107698308214.312,13.478677555570878,1.854862068569617,0.9026065654276942,-1.4922776741568613
239251,73,0,9.7956553108805,54.0488,18.5197,0.0156004,62891.8,29119.2,22978.4,436.983,-31.1674,48.5002,30107698308214.312,13.478677555570878,1.73278605612164,1.2676339472811298,-1.8068364282485068
239252,73,0,9.574639477940922,55.3432,12.0295,0.0285865,62750.1,28894.6,22540.9,283.521,-303.243,122.506,30107698308214.312,13.478677555570878,1.7430642668787164,1.080247576487501,-1.543823822385195
239253,73,0,9.879255240914398,51.1569,4.6907,1e-06,61880.2,28965.4,22760.9,-0.6767,82.5908,-232.71,30107698308214.312,13.478677555570878,1.7089042192764183,0.6712376579501715,-5.698970004336019
239254,73,0,8.788602945565314,35.1819,20.7007,0.00991362,62345.5,28619.9,23094.6,479.992,-108.786,331.228,30107698308214.312,13.478677555570878,1.546319289846679,1.3159850314954322,-2.003723926447654
234514,69,1,11.761622478255767,260.188,238.72,0.00648357,73611.3,28300.6,15685.7,697.262,-566.774,197.116,29375699913040.67,13.467988223015967,2.415287262809886,2.377888805792575,-2.188118817238927
234515,69,0,10.76962345500418,132.275,45.1813,0.0206794,73990.5,27925.5,15905.4,752.409,-253.784,-275.951,29375699913040.67,13.467988223015967,2.1214777702040943,1.654958722704398,-1.6844410653792206
234516,69,0,10.509927989083659,104.927,40.9227,0.018726,73593.1,27811.1,15315.6,1025.47,-750.967,348.941,29375699913040.67,13.467988223015967,2.02088725599347,1.6119642798890355,-1.7275317895120466
234517,69,0,10.459512235969543,95.3624,27.1911,0.0253117,73312.5,28509.0,16153.0,862.941,-269.553,320.761,29375699913040.67,13.467988223015967,1.9793771724888678,1.4344267770713892,-1.5966615279922394
234518,69,0,10.515587982275838,107.717,3.0548,1e-06,73566.1,28315.4,15685.9,1097.87,-408.068,102.043,29375699913040.67,13.467988223015967,2.032284249477788,0.4849827819305611,-5.698970004336019
234519,69,0,10.323444850155514,88.1028,5.0714,1e-06,73971.3,28284.7,15584.2,983.489,-579.482,242.866,29375699913040.67,13.467988223015967,1.9449897109685275,0.7051278663044696,-5.698970004336019
234520,69,0,9.46006603131724,58.3071,22.2223,0.011698,73418.5,27798.4,15109.9,455.717,-612.38,618.919,29375699913040.67,13.467988223015967,1.765721441604246,1.346789006252683,-1.9318512590267063
234521,69,0,9.392850587158948,52.3504,26.818,0.0139621,73088.7,28803.2,15942.5,1074.26,-140.166,211.837,29375699913040.67,13.467988223015967,1.7189200043936403,1.4284263864405882,-1.855018151667524
234522,69,0,9.406731217222593,49.1197,22.9513,0.0108349,73306.7,28950.8,15750.7,1140.95,-451.875,238.793,29375699913040.67,13.467988223015967,1.6912557056749997,1.3608072897354462,-1.9651350115429471
234523,69,0,9.498202669457847,59.6839,22.7894,0.01616,73465.3,28208.2,15345.5,940.917,-920.301,-100.932,29375699913040.67,13.467988223015967,1.7758571940413526,1.3577328912128745,-1.7915317697343827
235692,70,1,11.766806123271705,271.002,214.856,0.0149957,17808.3,43755.9,32271.4,-230.482,-181.304,289.088,28766206122444.273,13.45888258803788,2.4329724959879067,2.3321474861581915,-1.8240042962418057
235693,70,0,10.6930962731511,119.861,43.0826,0.0103045,17881.0,43453.6,31930.8,-249.972,343.202,350.899,28766206122444.273,13.45888258803788,2.078677896693273,1.6343019047369038,-1.986930932368697
235694,70,0,10.310231272366963,85.4272,22.7987,0.0253264,17924.8,44103.6,32085.2,204.55,-216.597,463.611,28766206122444.273,13.45888258803788,1.9315961719666424,1.3579100838898113,-1.5964093906914325
235695,70,0,9.883340337600059,75.079,25.0508,0.0145964,17236.7,43871.4,32054.2,-10.5538,7.2192,-7.7577,28766206122444.273,13.45888258803788,1.8755184794877457,1.39882159966585,-1.8357244912160446
235696,70,0,10.37258208136757,91.4317,11.0368,0.0405168,17988.2,43550.2,32504.6,-370.448,-424.965,200.911,28766206122444.273,13.45888258803788,1.9610967947296762,1.0428431726872966,-1.3923541436128124
235697,70,0,10.165363418703604,66.3266,20.8334,0.0356627,18350.4,44116.0,32315.9,-218.177,-351.324,427.053,28766206122444.273,13.45888258803788,1.8216877352889658,1.3187601523645314,-1.4477736020965808
235698,70,0,9.845598740521082,68.9727,20.1754,0.0128148,17724.8,43373.8,31811.8,-184.139,381.218,40.723,28766206122444.273,13.45888258803788,1.8386772271800345,1.3048221538560993,-1.8922542786922756
235699,70,0,9.906527971201438,72.6853,19.3275,0.0205396,17545.1,43810.9,32166.1,256.036,280.277,67.4682,28766206122444.273,13.45888258803788,1.86144658727707,1.286175681942605,-1.687386874619786
235700,70,0,9.948071912167997,69.4274,17.0056,0.0160832,17677.9,44053.2,32171.3,263.307,151.818,87.1445,28766206122444.273,13.45888258803788,1.841530901583849,1.2305919595320276,-1.793600535273407
235701,70,0,10.016499155470422,75.8421,8.0965,0.0281847,18297.3,44058.8,32230.8,-245.965,-422.631,333.451,28766206122444.273,13.45888258803788,1.8799103497227498,0.9082973202140837,-1.5499711748809668
241153,75,1,11.475560532836157,252.182,200.219,0.00848575,45490.1,68576.3,44377.8,-296.783,-287.062,43.4984,27557430712213.06,13.440238724138231,2.4017140846967955,2.301505287946605,-2.071258590944547
241154,75,0,10.93798227035445,132.908,37.6527,0.0160393,45757.7,68509.0,44128.4,-588.173,-420.025,-320.665,27557430712213.06,13.440238724138231,2.123551122788397,1.5757961240442335,-1.794787513413066
241155,75,0,10.949322287599891,144.175,10.1031,0.0165983,45356.7,68535.4,44430.0,-171.622,-220.178,328.782,27557430712213.06,13.440238724138231,2.1588899600829348,1.0044546516364834,-1.779910225968817
241156,75,0,10.256808473041735,90.558,34.3533,0.0142816,44946.2,68678.0,44487.1,-104.328,-760.637,-526.34,27557430712213.06,13.440238724138231,1.9569268224290544,1.5359684620055365,-1.8451927265325172
241157,75,0,9.884328859815527,70.7506,28.5204,0.019446,45258.7,68258.4,44828.6,-494.351,-377.059,-380.474,27557430712213.06,13.440238724138231,1.8497301272434548,1.4551556122238165,-1.7111473858002522
241158,75,0,10.282201921086914,93.718,10.1294,0.0213107,45652.2,68401.9,44192.2,-667.813,-583.015,-238.336,27557430712213.06,13.440238724138231,1.9718230119113545,1.0055837213320054,-1.6713819059323525
241159,75,0,10.021567090028293,75.9586,18.2835,0.0218494,45392.0,68249.6,44394.2,328.591,-453.079,224.945,27557430712213.06,13.440238724138231,1.8805769516168784,1.2620593361017554,-1.660540608295267
241160,75,0,9.935493282942677,85.0677,11.8491,0.0111547,45722.8,68411.4,44131.1,-203.662,-935.052,206.77,27557430712213.06,13.440238724138231,1.929764690818165,1.073685364702457,-1.952503173331805
241161,75,0,9.557746179663765,65.7488,19.2857,0.0110392,44978.8,68640.5,44643.2,-603.002,283.282,-558.808,27557430712213.06,13.440238724138231,1.8178878308023414,1.285235406781014,-1.9570230590244264
241162,75,0,8.829441473007387,45.7916,20.0428,0.00746437,45777.9,68517.0,44918.2,-603.194,441.609,-280.331,27557430712213.06,13.440238724138231,1.6607858184355635,1.3019583928242213,-2.1269486628249314
172649,34,1,11.612395884245132,246.948,257.733,0.00566508,9943.47,35801.3,60946.5,25.4042,27.1568,69.7821,26929700258456.047,13.430231519515372,2.3926055132168176,2.4111700289519553,-2.246717297921251
172650,34,0,11.4813893043828,218.666,154.07,0.0138209,10761.8,37272.1,61271.1,-259.479,-193.648,-96.3957,26929700258456.047,13.430231519515372,2.339781260585437,2.1877180825676046,-1.85943225343081
172651,34,0,11.313077863981762,237.366,111.674,0.0131873,10416.5,36330.1,61556.3,-43.5479,43.5472,-397.61,26929700258456.047,13.430231519515372,2.375418511291418,2.0479520722123663,-1.8798111823309245
172652,34,0,10.956206300275277,145.326,26.829,0.0165277,10304.7,36131.7,61722.1,36.6817,-123.537,-756.03,26929700258456.047,13.430231519515372,2.162343320054283,1.4286044854719557,-1.7817613028126067
172653,34,0,11.168840699217071,165.924,9.305,0.0192494,10350.0,36302.8,61591.8,23.3297,22.977,-338.031,26929700258456.047,13.430231519515372,2.2199092088918078,0.9687163774667858,-1.7155602419483156
172654,34,0,11.041127413739892,137.807,12.1912,0.0178608,10830.2,37220.4,61338.7,-566.453,-61.0172,-236.289,26929700258456.047,13.430231519515372,2.1392712784145753,1.0860464560472947,-1.7480747777723784
172655,34,0,10.183255129211009,86.491,29.8238,0.0100615,10380.0,35995.4,61494.2,32.4813,254.348,-895.325,26929700258456.047,13.430231519515372,1.9369709184047976,1.4745629782815985,-1.997294106624075
172656,34,0,10.11399759750861,78.3058,33.6302,0.0201419,10552.1,36953.7,60761.7,-164.224,-91.317,426.749,26929700258456.047,13.430231519515372,1.8937939308281446,1.5267294500871038,-1.6958780033290473
172657,34,0,10.066718674297112,73.0272,33.2413,0.0293258,10182.7,36128.9,60380.6,381.413,142.561,175.717,26929700258456.047,13.430231519515372,1.8634846492945876,1.5216779998228582,-1.5327353225687266
172658,34,0,10.003539901580718,71.9178,21.7485,0.017517,9971.1,36307.9,61355.5,-90.2232,228.749,133.49,26929700258456.047,13.430231519515372,1.856836393651843,1.3374293089142242,-1.7565154779935417
208781,52,1,11.646562602221367,227.119,212.215,0.0101205,41130.4,1397.06,71758.5,-630.833,465.061,-229.319,26839738727003.062,13.428778283852651,2.3562534673328854,2.3267760779017674,-1.9947551205546346
208782,52,0,11.521786829163531,214.038,125.308,0.0155766,40564.6,970.676,71134.3,-411.21,-69.4123,-174.368,26839738727003.062,13.428778283852651,2.3304908842148415,2.097978798407931,-1.8074994521220666
208783,52,0,11.069555804533994,176.129,45.7527,0.00605359,41490.4,1415.14,71699.2,-800.975,21.3708,-563.275,26839738727003.062,13.428778283852651,2.2458308693293434,1.6604167281402011,-2.2179152607399764
208784,52,0,11.009366325006235,162.336,24.1172,0.0336478,40997.2,1513.44,71793.3,-77.2788,-286.341,-262.064,26839738727003.062,13.428778283852651,2.21041484063731,1.38232688493011,-1.4730304191865418
208785,52,0,10.132655055779306,74.2093,36.565,0.0261849,40319.9,322.348,71254.4,-356.296,-152.334,-551.622,26839738727003.062,13.428778283852651,1.870458335003943,1.5630655777602662,-1.581932494960254
208786,52,0,10.323161633481671,87.7713,22.5714,0.0224818,40834.5,888.257,71671.6,-339.075,230.977,-340.979,26839738727003.062,13.428778283852651,1.9433525308351753,1.3535584971999675,-1.648149602852774
208787,52,0,10.429042416824313,98.7661,8.4679,1e-06,41137.1,1499.24,71670.9,-650.942,312.237,-617.005,26839738727003.062,13.428778283852651,1.9946079050197973,0.927775720662369,-5.698970004336019
208788,52,0,9.52348033981102,65.767,34.1485,0.0145616,40726.5,1007.89,72094.0,-647.478,-388.306,-226.796,26839738727003.062,13.428778283852651,1.8180080317154041,1.533371631706272,-1.8367610793604414
208789,52,0,9.801893439652249,63.5529,21.4156,0.0201645,41136.5,950.367,71156.7,-353.875,374.789,-638.377,26839738727003.062,13.428778283852651,1.8031353727541,1.330730246513995,-1.6953910052681223
208790,52,0,9.37061201891537,54.6798,24.6814,0.0174384,40978.0,929.545,71548.0,-924.372,39.351,440.837,26839738727003.062,13.428778283852651,1.7378269173980665,1.3923697904920889,-1.7584684609843944
220557,59,1,11.398613943418079,269.535,228.856,0.00853129,4661.03,5512.96,39562.3,-26.4081,131.45,-287.139,26269473584661.94,13.419451370023712,2.4306151677413816,2.359562302967089,-2.0689343919404504
220558,59,0,11.407047751080052,191.64,164.15,0.0165936,5156.16,4278.09,39178.0,-190.194,373.857,-12.633,26269473584661.94,13.419451370023712,2.2824861621861077,2.215240887065359,-1.7800332114618498
220559,59,0,11.078057299189629,152.596,15.9369,0.0138583,4596.39,5317.78,39514.9,-82.8988,-131.616,-418.457,26269473584661.94,13.419451370023712,2.1835431496038176,1.2024038475603527,-1.8582587043428638
220560,59,0,10.989594702313056,144.551,11.2073,0.0110023,4683.63,5542.87,39452.3,57.1415,54.9794,-26.1433,26269473584661.94,13.419451370023712,2.160021100454824,1.0495009973998508,-1.958477046036548
220561,59,0,10.581475888079996,106.67,22.9951,0.0165688,4668.96,5258.56,39361.3,-106.367,633.171,91.046,26269473584661.94,13.419451370023712,2.0280422950907497,1.3616353025534031,-1.780682733549316
220562,59,0,10.434491585659305,89.4153,28.7066,0.0103379,4950.89,5769.65,39663.6,-397.432,-78.5342,-216.654,26269473584661.94,13.419451370023712,1.9514118380022645,1.4579817578507694,-1.9855256652404074
220563,59,0,9.859442168599157,74.2271,32.2717,0.0110692,4076.09,5266.12,39475.5,436.827,-11.2439,-222.193,26269473584661.94,13.419451370023712,1.870562493307633,1.5088218436553116,-1.9558445328600527
220564,59,0,10.694190539823351,128.579,5.8098,0.0110211,4601.65,5441.64,39615.4,-222.636,162.905,-90.1572,26269473584661.94,13.419451370023712,2.109170043791542,0.7641611822369049,-1.9577356530772712
220565,59,0,9.867959748760276,65.274,28.4598,0.0186246,4414.91,5311.02,40088.5,74.4428,538.814,-247.42,26269473584661.94,13.419451370023712,1.814740227139048,1.4542318437735087,-1.7298897281102992
220566,59,0,10.277638647298012,86.6545,10.9988,0.0277916,4418.61,5321.96,39590.1,373.753,171.406,-503.779,26269473584661.94,13.419451370023712,1.937791120707446,1.0413453049939614,-1.5560708230378661
247348,81,1,11.70395357495777,257.914,205.801,0.00879182,53244.8,30840.3,1332.0,85.0504,26.882,-56.55,25969446236875.367,13.414462688988817,2.411474917003095,2.3134474806957375,-2.0558718173010044
247349,81,0,10.026735143158746,66.887,21.4093,0.0256535,52828.7,31350.6,1125.05,217.2,252.18,-252.943,25969446236875.367,13.414462688988817,1.8253417175154443,1.330602467803211,-1.5908364452205244
247350,81,0,10.227561850331398,81.2156,10.613,0.0444478,53439.3,31100.2,1474.89,378.396,-148.471,-20.9398,25969446236875.367,13.414462688988817,1.9096394571131103,1.0258381642297003,-1.3521399593374819
247351,81,0,9.69107052374527,66.2865,19.7814,0.0135492,53509.1,30869.0,1496.28,236.876,-432.503,-449.937,25969446236875.367,13.414462688988817,1.821425088397292,1.296257024913262,-1.8680542945862277
247352,81,0,10.078670721673342,74.7021,6.9518,0.0308346,53230.8,30907.1,1503.56,-132.792,-273.905,-437.914,25969446236875.367,13.414462688988817,1.873332810725609,0.8420972691733757,-1.5109475966408232
247353,81,0,10.019297851944403,70.1528,5.74,1e-06,53314.0,30718.9,1395.91,272.285,259.425,-391.991,25969446236875.367,13.414462688988817,1.8460450096520693,0.7589118923979735,-5.698970004336019
247354,81,0,9.399785073016446,51.5253,17.494,0.0238371,53217.0,31376.0,1108.76,307.705,118.201,-116.905,25969446236875.367,13.414462688988817,1.7120205290871608,1.2428891221893548,-1.6227283627069329
247355,81,0,10.021876889613717,66.5503,4.2948,1e-06,53310.9,30788.6,1223.36,-334.665,-167.188,4.775,25969446236875.367,13.414462688988817,1.8231500175575144,0.6329429444376292,-5.698970004336019
247356,81,0,9.447791819214004,55.1485,10.9727,0.0114776,52999.4,30903.7,1361.9,-132.54,412.437,-497.663,25969446236875.367,13.414462688988817,1.7415337044356445,1.0403135054983081,-1.9401110779094388
247357,81,0,9.000282001090214,45.9637,17.7196,0.0089378,53060.4,31482.2,905.849,89.8739,320.617,114.681,25969446236875.367,13.414462688988817,1.6624149813936488,1.2484539139532054,-2.0487207796781486
244318,78,1,11.58336747452858,259.819,197.263,0.0169262,30095.5,65110.4,52597.1,66.6976,-106.385,-27.4721,25595758627887.88,13.408168006049692,2.4146709069119057,2.2950456336417893,-1.771414874443792
244319,78,0,10.64137134354565,128.729,2.8166,1e-06,30093.2,65106.1,52656.1,242.587,336.122,-407.746,25595758627887.88,13.408168006049692,2.1096763955541387,0.4497251749490462,-5.698970004336019
244320,78,0,10.11859995159615,78.9173,15.8064,0.0175203,29908.9,65109.8,52696.6,-147.204,-715.577,-138.048,25595758627887.88,13.408168006049692,1.8971722183039255,1.198832968087495,-1.7564336743162696
244321,78,0,10.392990678806855,95.9904,1.3199,1e-06,30030.6,65139.4,52543.1,356.883,-272.001,213.864,25595758627887.88,13.408168006049692,1.982227801419761,0.12054102886241938,-5.698970004336019
