subhalo_id,group_id,is_central,stellar_mass,vel_dispersion,half_mass_radius,metallicity,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,halo_mass,halo_mass_log
268296,105,0,9.983825168438482,73.9509,17.3188,0.0190458,63511.0,61094.1,18949.1,297.865,-18.8409,-216.376,20242184328406.406,13.306257375291668
268297,105,0,10.07178419837332,70.327,5.4737,0.0244517,63576.9,61200.5,19049.0,-81.732,434.546,519.936,20242184328406.406,13.306257375291668
268298,105,0,9.97793411146889,63.0961,7.997,0.0439413,63321.9,61265.3,19288.3,-260.191,97.3892,353.185,20242184328406.406,13.306257375291668
268299,105,0,8.702494643683357,42.1104,22.6284,0.00609457,63632.3,61403.0,18491.8,48.824,-55.2239,636.997,20242184328406.406,13.306257375291668
268300,105,0,9.390748986144711,52.1408,11.6882,0.0220491,63307.1,61264.1,19477.3,94.8747,136.211,-156.703,20242184328406.406,13.306257375291668
268301,105,0,9.256194026738024,44.8464,11.183,0.0173799,63157.8,61594.0,19358.9,242.851,-69.409,24.159,20242184328406.406,13.306257375291668
268302,105,0,9.347170066121857,41.419,8.3862,0.0240016,63221.4,61467.3,19445.2,-11.1073,56.6717,473.462,20242184328406.406,13.306257375291668
268303,105,0,8.814753903043833,38.153,11.3697,0.0135954,63756.4,61015.2,18622.2,159.017,128.491,213.962,20242184328406.406,13.306257375291668
268304,105,0,9.503000925937231,38.9828,5.3142,0.0,63418.9,61462.1,19090.3,-286.173,174.302,86.513,20242184328406.406,13.306257375291668
265267,101,1,11.686658167037281,240.532,163.742,0.0110836,16025.8,3031.41,13297.5,229.793,1.4169,-143.616,19707522126190.21,13.294632022829843
265268,101,0,10.645040911336553,105.984,42.8016,0.014629,16697.0,2946.77,13302.5,69.1249,93.1316,149.582,19707522126190.21,13.294632022829843
265269,101,0,10.722718668345852,134.057,4.7947,0.0288179,16001.2,3021.48,13245.0,163.38,316.896,285.829,19707522126190.21,13.294632022829843
265270,101,0,9.817472851110434,61.7121,19.1543,0.0224361,15483.5,3397.43,13748.4,260.573,-139.896,-15.8353,19707522126190.21,13.294632022829843
265271,101,0,9.958455535290517,63.5778,11.1642,0.0319347,15832.4,3258.64,13447.4,495.452,158.383,-184.217,19707522126190.21,13.294632022829843
265272,101,0,9.854792661375164,66.1084,8.826,0.0,15995.7,2609.19,13084.5,106.468,-17.1813,-31.9164,19707522126190.21,13.294632022829843
265273,101,0,9.914159294116631,72.6243,2.8956,0.0,16031.4,2964.16,13255.3,563.874,65.3267,42.0551,19707522126190.21,13.294632022829843
265274,101,0,10.031327347580296,82.643,0.9135,0.0,16022.4,3037.25,13301.5,-166.633,194.706,-365.242,19707522126190.21,13.294632022829843
265275,101,0,9.45306859276327,47.6337,9.1736,0.0186139,16009.8,3376.45,13683.3,236.066,-158.418,-265.431,19707522126190.21,13.294632022829843
265276,101,0,8.691312025097806,39.2669,16.1937,0.00532129,15892.2,3130.98,13861.1,230.88,376.516,-449.287,19707522126190.21,13.294632022829843
266559,103,1,11.344257646694583,228.412,190.439,0.0184591,20592.2,5008.92,7428.56,-35.1633,-139.525,79.9298,19617104678158.215,13.292634909512472
266560,103,0,11.100542493975995,159.465,26.1962,0.0163733,20420.7,4841.81,7528.93,-279.32,-314.265,-266.068,19617104678158.215,13.292634909512472
266561,103,0,10.647031078136207,117.162,38.4242,0.0107064,20730.9,4728.97,7771.04,-162.486,323.335,313.063,19617104678158.215,13.292634909512472
266562,103,0,10.947452969523624,158.247,9.7849,0.0190163,20580.2,4980.67,7508.39,-255.518,-247.391,56.772,19617104678158.215,13.292634909512472
266563,103,0,9.866436471935646,74.2745,16.379,0.0129173,20637.5,5243.85,7627.06,-336.769,22.4246,-404.691,19617104678158.215,13.292634909512472
266564,103,0,10.17406916891641,84.6324,9.7685,0.0198846,20428.5,4933.35,7511.24,206.384,-523.433,-420.398,19617104678158.215,13.292634909512472
266565,103,0,9.691970575705888,52.7374,13.6603,0.0177121,20496.2,5194.78,7492.66,-198.091,153.743,0.2428,19617104678158.215,13.292634909512472
266566,103,0,9.662957090564616,56.5191,7.8641,0.0202648,20643.5,5239.22,7736.8,-144.948,-278.448,57.951,19617104678158.215,13.292634909512472
266567,103,0,9.431544189996982,49.534,12.6901,0.0210959,20379.4,4603.52,7147.71,86.8529,2.0141,-147.111,19617104678158.215,13.292634909512472
266568,103,0,9.797859380645198,52.9283,6.1711,0.0272654,20544.5,4909.46,7531.36,98.9971,-165.576,-255.071,19617104678158.215,13.292634909512472
278302,119,1,11.442868895524867,233.447,186.659,0.00785869,67395.2,71203.9,56686.7,31.056,-308.626,-377.092,19558956392894.707,13.29134567842201
278303,119,0,11.054670378407717,161.391,28.7176,0.014828,67552.9,71190.7,56574.1,-335.06,66.5197,-449.556,19558956392894.707,13.29134567842201
278304,119,0,10.515177044672184,116.039,13.6447,0.0142225,67335.4,71159.8,56625.0,145.65,-626.909,268.057,19558956392894.707,13.29134567842201
278305,119,0,10.06835241133443,76.992,28.8944,0.0188039,66969.0,71841.0,56717.2,267.131,-534.758,-312.43,19558956392894.707,13.29134567842201
278306,119,0,10.366024314985761,94.3378,17.0494,0.0251579,67548.2,70989.6,56663.1,-284.298,-479.322,-419.78,19558956392894.707,13.29134567842201
278307,119,0,9.35497167384812,50.1888,18.5778,0.0093318,67162.4,71617.7,56678.0,260.414,-619.591,-301.694,19558956392894.707,13.29134567842201
278308,119,0,9.588525598738928,57.4664,12.1207,0.0175487,67614.3,70680.1,56678.8,-150.034,57.0051,-508.267,19558956392894.707,13.29134567842201
278309,119,0,9.397857937596752,56.8221,13.0138,0.0137705,67701.6,71051.8,56699.9,-113.754,-723.841,-594.252,19558956392894.707,13.29134567842201
278310,119,0,9.442026351096088,50.8913,10.2586,0.0134857,67723.3,70697.2,56715.7,55.1395,-349.469,-188.169,19558956392894.707,13.29134567842201
278311,119,0,9.022506175324112,43.4939,15.7033,0.0138945,67465.7,71588.3,56760.8,233.669,-87.3163,-461.678,19558956392894.707,13.29134567842201
269440,107,1,11.551629330385047,236.539,187.925,0.00730125,41509.0,32473.9,54012.5,-238.419,155.478,59.9069,19373414563611.79,13.287206171852006
269441,107,0,10.665645790506924,106.988,14.9396,0.0354742,41111.3,32383.0,54017.2,4.304,279.884,127.368,19373414563611.79,13.287206171852006
269442,107,0,10.603191694588041,132.049,4.3854,0.0,41471.4,32414.2,54011.6,-342.6,494.949,606.792,19373414563611.79,13.287206171852006
269443,107,0,10.109429674021126,76.1412,5.8039,0.0,41441.7,32572.1,54084.1,-638.645,160.557,72.3422,19373414563611.79,13.287206171852006
269444,107,0,9.099747296133987,48.765,16.3684,0.014172,41682.8,32703.2,54504.2,76.3585,108.88,225.129,19373414563611.79,13.287206171852006
269445,107,0,9.591291405535003,52.9324,9.8985,0.0225309,40936.1,32462.5,54041.0,-381.698,186.256,34.8756,19373414563611.79,13.287206171852006
269446,107,0,8.880616150026235,46.8667,16.0117,0.010602,41932.3,32454.4,53921.9,-746.223,147.938,188.902,19373414563611.79,13.287206171852006
269447,107,0,9.644455453059864,53.8552,5.8273,0.0,41677.8,32602.0,54121.6,-256.987,477.992,61.276,19373414563611.79,13.287206171852006
269448,107,0,8.837633910623975,37.9374,15.8518,0.0171005,41103.2,32675.9,54223.3,-382.365,248.098,404.363,19373414563611.79,13.287206171852006
269449,107,0,8.241809025024423,32.4419,18.4897,0.0033189,41213.4,32592.9,54404.6,-109.998,-141.348,-252.357,19373414563611.79,13.287206171852006
262659,98,1,11.321727491275057,218.598,253.979,0.0120756,30176.0,8561.36,54010.2,24.0472,-119.345,22.5688,19255566435082.668,13.284556298654023
262660,98,0,10.707121160272793,135.038,25.7874,0.0101431,30146.9,8384.97,53869.2,-89.1299,121.49,8.5267,19255566435082.668,13.284556298654023
262661,98,0,10.90284549129872,142.792,5.3466,0.0,30183.0,8605.95,54023.7,27.8884,-278.604,25.73,19255566435082.668,13.284556298654023
262662,98,0,10.046254778738348,78.4306,24.4408,0.0202444,30133.1,9150.59,53940.7,79.755,-486.68,-185.439,19255566435082.668,13.284556298654023
262663,98,0,9.608290050060235,70.3898,15.6311,0.0155351,30431.4,8578.33,54063.5,435.22,-506.137,97.805,19255566435082.668,13.284556298654023
262664,98,0,9.470555966487758,59.0999,11.5449,0.0174716,30367.8,8362.8,53925.8,-43.7442,447.774,-1.4403,19255566435082.668,13.284556298654023
262665,98,0,9.54691442659314,50.469,8.7363,0.0,30179.1,8800.34,53784.1,31.4835,-135.275,-242.067,19255566435082.668,13.284556298654023
262666,98,0,8.530542628003985,40.174,16.3593,0.00457019,29676.6,8469.5,53840.0,157.924,-510.068,154.52,19255566435082.668,13.284556298654023
262667,98,0,8.564533627513542,40.0852,14.2848,0.00661971,30351.7,8217.81,53689.3,-56.8606,307.316,-177.686,19255566435082.668,13.284556298654023
262668,98,0,9.415362776826958,44.2872,6.3706,0.0,30083.1,8937.39,54136.5,-62.3437,-7.5047,-35.7735,19255566435082.668,13.284556298654023
250390,84,1,11.569074156178628,223.611,212.579,0.00799621,8719.52,34839.3,59717.9,113.235,261.37,-12.4992,19057242723210.992,13.280060065414705
250391,84,0,10.532160985072483,105.119,46.8778,0.0214716,9382.51,34969.0,60118.3,236.752,-297.239,134.845,19057242723210.992,13.280060065414705
250392,84,0,10.567912257379456,100.713,20.3933,0.0134715,8986.85,34798.2,60363.6,358.663,366.086,-0.5375,19057242723210.992,13.280060065414705
250393,84,0,10.400744169402314,91.8587,28.0853,0.0127824,8953.7,34993.6,60304.1,159.829,550.023,89.4416,19057242723210.992,13.280060065414705
250394,84,0,10.248238326485858,80.2135,33.539,0.0210169,8949.56,34837.9,60811.2,38.5394,12.4061,79.1327,19057242723210.992,13.280060065414705
250395,84,0,10.226124417411718,85.32,24.9938,0.0189944,8536.78,34671.6,60168.9,-28.654,425.735,476.017,19057242723210.992,13.280060065414705
250396,84,0,9.981071484967824,71.6486,22.1856,0.0186152,8819.91,35210.2,59307.9,223.84,48.4919,-22.1926,19057242723210.992,13.280060065414705
250397,84,0,10.364564565278076,91.307,8.1827,0.0,8688.04,35116.0,59498.7,26.1915,218.311,9.3214,19057242723210.992,13.280060065414705
250398,84,0,10.468875605632322,97.6916,1.6516,0.0522988,8724.42,34795.6,59695.8,177.258,317.946,52.2391,19057242723210.992,13.280060065414705
250399,84,0,9.68400128406991,68.548,11.9423,0.0130614,8726.84,34633.4,59712.4,-372.55,113.619,-290.478,19057242723210.992,13.280060065414705
254112,88,1,11.513167644924206,229.852,186.712,0.0109285,68750.4,24948.7,14040.1,469.172,99.9289,219.423,18569694904229.406,13.268804768441013
254113,88,0,10.899874114165499,117.456,71.7874,0.0155328,68005.8,25484.5,13976.5,691.239,19.673,307.896,18569694904229.406,13.268804768441013
254114,88,0,10.59321442579887,103.968,43.3857,0.0266376,69259.5,25216.9,14225.4,409.837,-419.838,138.421,18569694904229.406,13.268804768441013
254115,88,0,10.639103413101289,102.755,20.3277,0.0230638,68591.5,24581.3,14183.7,583.343,136.627,76.6074,18569694904229.406,13.268804768441013
254116,88,0,10.443922089491993,93.7599,17.3902,0.0310817,68674.8,25145.8,13566.5,579.64,224.5,156.162,18569694904229.406,13.268804768441013
254117,88,0,10.21985929324536,90.0568,12.32,0.0208191,68739.8,24768.7,13929.6,380.235,206.404,803.212,18569694904229.406,13.268804768441013
254118,88,0,9.693210631621415,59.8748,23.9933,0.0168801,68450.0,24491.3,13793.1,587.39,107.062,473.183,18569694904229.406,13.268804768441013
254119,88,0,9.375262560313788,56.4615,27.7716,0.0153888,68419.6,24264.1,13813.7,719.531,-28.8998,434.308,18569694904229.406,13.268804768441013
254120,88,0,10.031152537370534,68.6747,10.2427,0.0258424,68623.9,25134.7,13680.8,551.46,19.8277,275.232,18569694904229.406,13.268804768441013
254121,88,0,9.250692932670114,53.5944,18.6982,0.0120555,67754.1,25309.5,13870.8,735.659,165.463,333.387,18569694904229.406,13.268804768441013
271729,110,1,11.650670529113693,226.671,186.249,0.00732525,19998.2,55134.0,61005.4,-96.8956,-100.511,-121.598,17993070356325.656,13.255105278133408
271730,110,0,10.43208027702322,95.268,39.7919,0.0116685,20321.2,55467.7,60492.9,-362.473,-376.979,-66.6054,17993070356325.656,13.255105278133408
271731,110,0,10.584271783161444,100.424,10.8245,0.0269536,19806.2,55274.0,61010.0,260.222,-247.452,-13.6937,17993070356325.656,13.255105278133408
271732,110,0,10.139384957406715,87.0118,18.1769,0.0226628,20232.7,54994.5,60891.0,215.947,264.561,4.3965,17993070356325.656,13.255105278133408
271733,110,0,10.511194350789445,105.616,6.9734,0.0,20126.3,55144.7,61004.2,-285.678,-2.5188,225.241,17993070356325.656,13.255105278133408
271734,110,0,9.935088476772888,62.3829,21.3995,0.0255679,20550.5,55302.5,60841.3,-219.956,-276.214,10.3614,17993070356325.656,13.255105278133408
271735,110,0,9.380507658392032,56.1027,24.1479,0.0120608,20490.7,55721.0,60469.7,130.772,-270.117,-70.2194,17993070356325.656,13.255105278133408
271736,110,0,9.47520006369651,53.2967,16.5764,0.0232612,20585.1,55560.9,60611.3,-250.026,-51.3164,172.109,17993070356325.656,13.255105278133408
271737,110,0,9.555291561540093,51.2703,9.2189,0.0128141,20248.0,55335.3,60517.1,-402.673,-267.787,-83.0028,17993070356325.656,13.255105278133408
271738,110,0,9.346342000191067,50.3729,8.8365,0.016363,20133.1,55044.9,60680.8,-410.687,-379.7,78.6264,17993070356325.656,13.255105278133408
280454,122,1,11.627780571832881,227.969,185.679,0.00963219,49877.7,56748.8,29049.6,-93.1341,163.384,76.7857,17987338061314.402,13.254966897040887
280455,122,0,9.53376770670202,59.5367,30.4905,0.00845173,49998.7,57420.8,29105.9,200.719,8.2807,-126.145,17987338061314.402,13.254966897040887
280456,122,0,9.61369766301391,59.8084,15.4777,0.0142979,50102.7,56912.8,28651.8,-98.2851,-86.8172,2.8667,17987338061314.402,13.254966897040887
280457,122,0,10.21088689951196,81.5777,1.8356,0.0,49822.0,56753.2,29020.5,48.9995,221.719,210.961,17987338061314.402,13.254966897040887
280458,122,0,8.498735723433287,45.5854,18.5445,0.00696047,49948.0,57509.4,29029.0,239.431,1.7478,34.9246,17987338061314.402,13.254966897040887
280459,122,0,9.204700609075326,50.2892,13.6136,0.0156996,49724.6,56986.3,29279.4,-55.18,108.656,-468.558,17987338061314.402,13.254966897040887
280460,122,0,9.255251133920963,49.483,11.2387,0.0189614,49756.9,56914.7,29211.2,-314.871,-164.33,313.917,17987338061314.402,13.254966897040887
280461,122,0,9.374231897127398,45.3268,11.786,0.02345,49359.6,57111.9,29251.1,-174.05,319.817,178.146,17987338061314.402,13.254966897040887
280462,122,0,8.687115657096392,45.1872,14.6001,0.00615182,50230.3,56742.5,28998.4,98.3294,650.679,92.9807,17987338061314.402,13.254966897040887
280463,122,0,9.116696354551083,38.1728,12.5319,0.0124974,49827.7,56469.0,28746.2,-278.089,-28.4299,-132.591,17987338061314.402,13.254966897040887
255614,90,1,11.537954731101573,222.036,200.08,0.01762,19616.0,11060.5,5722.11,-5.9934,-131.167,67.9091,17855268218786.906,13.251766378475269
255615,90,0,10.944193343387365,144.9,59.8782,0.0126454,19265.0,11855.3,5819.06,59.3878,-392.582,-43.2195,17855268218786.906,13.251766378475269
255616,90,0,10.705725874919011,108.72,36.404,0.0287035,19152.4,12320.4,5830.85,185.084,-323.374,127.116,17855268218786.906,13.251766378475269
255617,90,0,10.568061348152069,102.704,11.1028,0.00821034,19568.4,11194.6,5707.74,370.743,-136.344,-126.561,17855268218786.906,13.251766378475269
255618,90,0,9.712615656339969,60.5453,22.8057,0.0240228,19539.4,11472.4,5586.95,192.078,-232.771,355.198,17855268218786.906,13.251766378475269
255619,90,0,9.839812488412258,60.7606,19.693,0.02977,19686.0,11347.5,6273.42,-152.698,-192.733,-45.0916,17855268218786.906,13.251766378475269
255620,90,0,10.186021078520364,72.4708,5.7237,0.0235382,19478.6,11080.9,5776.28,-277.883,-127.768,-67.5909,17855268218786.906,13.251766378475269
255621,90,0,9.598382065240424,54.1793,13.7836,0.0232877,19265.1,11657.5,6219.05,-26.5142,-57.3647,-35.1905,17855268218786.906,13.251766378475269
255622,90,0,10.123637560282889,71.2203,2.9619,0.0,19620.6,11092.3,5764.62,85.791,414.966,-5.7367,17855268218786.906,13.251766378475269
255623,90,0,9.221494707273614,47.0619,20.1329,0.00978473,19892.9,10525.1,5787.97,50.9919,-287.353,-102.513,17855268218786.906,13.251766378475269
277020,117,1,11.423550601274645,234.536,183.654,0.00674288,67990.1,30618.2,72223.8,197.729,136.294,151.796,17788632316578.094,13.250142558528186
277021,117,0,10.748697189607704,124.947,6.7109,0.0,67962.7,30547.3,72145.5,152.417,109.435,-330.559,17788632316578.094,13.250142558528186
277022,117,0,10.37254945606138,105.212,3.6374,0.040706,67990.2,30589.8,72197.3,-441.592,212.799,601.261,17788632316578.094,13.250142558528186
277023,117,0,9.762164921431705,56.6911,12.6805,0.0188647,68187.8,30638.3,71630.4,204.684,127.816,142.312,17788632316578.094,13.250142558528186
277024,117,0,10.126637103382208,68.0392,3.6079,0.0,67976.7,30689.6,72085.0,262.713,-131.933,369.949,17788632316578.094,13.250142558528186
277025,117,0,9.944661857276946,59.588,7.889,0.0270469,67715.4,30419.2,72435.2,166.41,1.7919,299.022,17788632316578.094,13.250142558528186
277026,117,0,9.165206549692394,59.0055,12.2959,0.0122154,68114.8,30595.9,72162.5,-477.522,122.075,-92.4789,17788632316578.094,13.250142558528186
277027,117,0,9.402204249218949,58.7983,8.6258,0.012815,67928.3,30710.1,72323.7,729.849,431.818,-165.141,17788632316578.094,13.250142558528186
277028,117,0,9.27772321376683,48.0481,13.9247,0.0214923,67627.8,30137.9,72217.3,171.132,-106.368,317.509,17788632316578.094,13.250142558528186
277029,117,0,8.96055770269912,43.9335,9.7863,0.00920405,67585.0,30163.2,72155.1,110.444,-193.904,148.535,17788632316578.094,13.250142558528186
267323,104,1,11.730340894366146,220.213,236.802,0.0165031,17713.4,57833.6,37143.7,10.6915,-203.398,231.719,17528615703194.2,13.243747619676077
267324,104,0,10.221825668693993,79.079,16.8456,0.0215392,17985.1,57997.3,37222.3,139.273,-494.046,58.6321,17528615703194.2,13.243747619676077
267325,104,0,9.050276868056002,56.6673,19.286,0.00513784,17813.2,57698.1,36939.9,-185.636,-740.394,416.697,17528615703194.2,13.243747619676077
267326,104,0,9.37020217049344,63.8389,11.7026,0.00756165,17643.7,57672.5,37218.8,566.484,143.904,116.37,17528615703194.2,13.243747619676077
267327,104,0,8.23970982352642,36.1091,18.077,0.00693477,17954.2,57933.8,36778.2,-322.079,-597.12,189.752,17528615703194.2,13.243747619676077
267328,104,0,8.000256372192748,38.4101,14.7499,0.0041239,17516.2,57449.2,37208.9,408.006,39.4702,14.4632,17528615703194.2,13.243747619676077
267329,104,0,8.52199309767246,36.4927,15.613,0.00689954,17399.8,57391.5,37357.7,-198.882,-176.548,524.934,17528615703194.2,13.243747619676077
267330,104,0,8.458342275912123,34.2607,16.8995,0.0090122,17540.1,57678.0,37416.0,-367.964,42.4533,451.246,17528615703194.2,13.243747619676077
267331,104,0,8.004083904151964,32.1818,14.511,0.00391846,17549.2,57378.7,37543.4,-339.0,-101.336,340.279,17528615703194.2,13.243747619676077
267332,104,0,8.88184659007847,30.6823,11.2729,0.0,17838.6,58385.3,37367.1,51.2531,-35.0269,350.102,17528615703194.2,13.243747619676077
276219,116,1,11.457149017257855,220.26,189.583,0.013555,3645.84,34274.3,59738.1,365.608,50.4032,-6.7699,17425419976657.07,13.24118325399224
276220,116,0,10.356246662551047,96.7334,23.8043,0.0157846,3723.08,33978.8,59611.8,317.891,525.419,-167.977,17425419976657.07,13.24118325399224
276221,116,0,10.324767126473835,93.721,23.3423,0.0109694,3464.47,34453.8,59720.8,576.906,-432.342,151.773,17425419976657.07,13.24118325399224
276222,116,0,10.796295264326199,111.145,5.769,0.0121159,3633.56,34184.0,59750.0,412.154,154.929,-40.3726,17425419976657.07,13.24118325399224
276223,116,0,10.217860681432247,84.2543,16.4224,0.0216543,3742.07,34489.1,59786.7,613.388,144.547,312.191,17425419976657.07,13.24118325399224
276224,116,0,10.23219528511114,82.2947,10.0862,0.0399238,3680.25,34238.3,59915.4,373.876,-327.742,-75.8246,17425419976657.07,13.24118325399224
276225,116,0,10.284132552476697,84.0605,4.9701,0.0,3784.67,34182.4,59922.3,246.934,105.949,-154.803,17425419976657.07,13.24118325399224
276226,116,0,9.96018403989673,76.3712,10.2266,0.0181968,3538.36,34516.9,59680.9,618.777,-338.047,215.733,17425419976657.07,13.24118325399224
276227,116,0,9.01453814749123,45.1536,22.7049,0.0107512,3366.8,34163.0,60175.2,420.987,-9.2705,-435.676,17425419976657.07,13.24118325399224
276228,116,0,10.026431807393159,55.1875,0.213,0.0374499,3652.84,34298.4,59728.6,377.605,54.8764,265.759,17425419976657.07,13.24118325399224
281072,123,1,11.594419956154182,235.879,174.491,0.0156756,44064.3,34072.2,30813.1,87.646,-20.2552,84.6478,17413975209094.516,13.240897921853069
281073,123,0,10.127647497093896,68.8094,3.8112,0.0325646,43904.1,33880.7,30758.0,158.681,5.3583,77.4459,17413975209094.516,13.240897921853069
281074,123,0,9.565150040747007,53.555,15.3262,0.0185112,43690.8,34378.1,31288.8,110.188,115.02,-27.9809,17413975209094.516,13.240897921853069
281075,123,0,8.848809786390722,42.4782,22.1696,0.0119914,44358.1,34503.9,30275.3,-163.462,82.631,264.216,17413975209094.516,13.240897921853069
281076,123,0,9.002652529824745,45.7236,17.1301,0.0141734,44541.0,33990.0,30792.4,273.452,199.146,375.044,17413975209094.516,13.240897921853069
281077,123,0,9.926329836742413,35.9353,0.1881,0.0562625,44072.4,34070.7,30808.6,66.4551,328.698,88.787,17413975209094.516,13.240897921853069
281078,123,0,8.9324779588979,40.3408,17.0035,0.0139722,44374.1,33666.8,30692.6,-64.6045,-304.643,93.7714,17413975209094.516,13.240897921853069
281079,123,0,9.10342089973838,43.7842,9.5603,0.0162828,44165.4,34449.4,30975.6,-21.343,32.9861,131.85,17413975209094.516,13.240897921853069
281080,123,0,8.589325173419457,36.6932,13.4935,0.00786753,44591.4,34008.4,30492.3,162.086,172.894,6.0817,17413975209094.516,13.240897921853069
281081,123,0,8.019065365992885,31.3727,18.6027,0.0,43521.9,33979.6,30595.1,-172.103,114.005,300.91,17413975209094.516,13.240897921853069
279707,121,1,11.378366782726745,226.868,205.001,0.0057704,40114.9,37065.6,39318.7,-211.174,33.1058,57.8855,17131357387275.797,13.233791775250893
279708,121,0,10.79637929071382,126.549,12.0009,0.0163148,40076.7,37186.6,39365.0,-20.555,-278.357,-183.299,17131357387275.797,13.233791775250893
279709,121,0,10.719413743788072,128.729,8.0809,0.0268181,40104.4,36981.6,39243.3,-203.764,-348.826,-363.396,17131357387275.797,13.233791775250893
279710,121,0,9.480518687926288,60.0351,17.749,0.00991008,39705.3,37566.2,39251.7,-94.2653,8.9081,-125.701,17131357387275.797,13.233791775250893
279711,121,0,9.585923421325672,55.394,14.4565,0.022,40211.1,37498.5,39332.4,-412.323,189.288,224.308,17131357387275.797,13.233791775250893
279712,121,0,9.534906658622273,52.7086,12.3985,0.0220478,39782.2,36712.4,39102.9,-308.817,93.5123,145.559,17131357387275.797,13.233791775250893
279713,121,0,9.98800727001239,54.4022,0.3095,0.0,40110.6,37065.8,39320.2,-446.784,-213.322,100.615,17131357387275.797,13.233791775250893
279714,121,0,9.173557872752381,42.061,15.0598,0.0200759,40222.6,36455.3,39457.1,-99.865,210.676,73.5254,17131357387275.797,13.233791775250893
279715,121,0,9.551000621595398,50.8847,6.4208,0.0,40221.9,37371.3,39456.7,-208.395,90.6328,283.276,17131357387275.797,13.233791775250893
279716,121,0,8.556170695052959,41.7142,13.8597,0.00516167,39945.0,37132.9,39200.6,-478.302,-510.181,-62.1518,17131357387275.797,13.233791775250893
277687,118,1,11.609845113889998,231.449,178.003,0.0100215,10400.4,13688.4,37849.1,-25.8124,-160.609,-324.138,17119085482520.482,13.233480560545377
277688,118,0,10.10390063532411,76.2679,21.1744,0.0236152,10705.2,13945.1,38385.5,-81.8613,56.0978,-287.828,17119085482520.482,13.233480560545377
277689,118,0,10.004965189892555,65.2738,21.2455,0.0193353,10321.6,13073.9,37794.4,3.2995,-84.5774,-575.624,17119085482520.482,13.233480560545377
277690,118,0,8.913838870968275,47.7947,23.1454,0.00597655,10313.3,14253.5,37501.4,252.244,-427.46,-87.8914,17119085482520.482,13.233480560545377
277691,118,0,9.066858855742149,45.5077,25.3698,0.00568986,10747.9,13781.1,38264.7,295.953,-117.418,-461.186,17119085482520.482,13.233480560545377
277692,118,0,9.907476261359546,70.7287,4.4255,0.0,10315.1,13653.5,37810.5,-80.1598,362.308,-489.345,17119085482520.482,13.233480560545377
277693,118,0,9.527601743960092,54.4425,8.7338,0.023838,10534.4,13869.8,37813.6,-284.176,59.309,-587.094,17119085482520.482,13.233480560545377
277694,118,0,9.098205704539712,44.5099,14.9472,0.0127511,10645.3,13837.5,38227.9,-70.4516,281.609,-407.074,17119085482520.482,13.233480560545377
277695,118,0,8.538277857219587,38.637,18.3785,0.0102413,10302.5,14132.2,37949.3,-72.8903,-612.893,-388.234,17119085482520.482,13.233480560545377
277696,118,0,9.514646164166034,48.913,6.5914,0.0,10417.6,13895.9,37629.5,-82.5451,-423.392,-213.161,17119085482520.482,13.233480560545377
272322,111,1,11.232011194365823,216.65,211.216,0.00493066,41034.0,23494.5,66042.6,-10.8188,58.3565,-59.4999,17072863109983.945,13.232306358173888
272323,111,0,10.474721121206693,101.641,22.6174,0.0128233,41269.9,23486.9,66452.1,122.192,211.042,-37.4861,17072863109983.945,13.232306358173888
272324,111,0,10.49818434681483,103.182,19.8664,0.0,41101.0,23446.8,66301.4,107.056,-46.0555,201.375,17072863109983.945,13.232306358173888
272325,111,0,10.35831653910976,87.2464,19.2733,0.0329799,41239.5,23797.4,66014.0,-74.9035,-80.3744,-300.216,17072863109983.945,13.232306358173888
272326,111,0,9.604235940887614,61.0284,21.736,0.0151961,41182.2,24055.3,66370.4,-316.753,-39.9103,-210.216,17072863109983.945,13.232306358173888
272327,111,0,9.678871993329029,62.6936,20.0965,0.0213046,40776.2,23279.7,66095.2,219.622,-177.507,344.15,17072863109983.945,13.232306358173888
272328,111,0,9.647931906679094,58.276,14.9078,0.0151348,41019.4,23441.9,65471.2,-147.472,-81.9733,14.2892,17072863109983.945,13.232306358173888
272329,111,0,9.63987245998128,62.0511,12.4493,0.0141256,41113.0,23518.0,66400.3,233.995,316.354,-220.776,17072863109983.945,13.232306358173888
272330,111,0,9.844505974731353,62.3172,4.3442,0.0320379,40946.6,23441.5,65922.1,20.9375,41.1057,-404.509,17072863109983.945,13.232306358173888
272331,111,0,9.188786127710078,47.1047,11.8599,0.0,40964.1,23761.7,66170.5,-204.779,129.867,-140.277,17072863109983.945,13.232306358173888
228680,65,1,11.629894833124368,214.308,265.016,0.0119656,71042.9,14890.1,28948.8,149.948,9.0188,-296.578,17046234338094.184,13.231628454483305
228681,65,0,11.088363691961812,189.949,102.998,0.00587983,70874.5,15350.1,29536.1,-42.2025,220.034,-567.41,17046234338094.184,13.231628454483305
228682,65,0,11.012382601032161,141.717,48.841,0.0334788,70433.6,14921.9,28929.9,-54.8769,180.438,-142.961,17046234338094.184,13.231628454483305
228683,65,0,10.890253651839439,124.471,51.7208,0.0192683,71340.8,14529.1,29070.5,-403.902,216.184,-504.637,17046234338094.184,13.231628454483305
228684,65,0,10.723298575359715,118.596,27.5085,0.0163573,71027.1,15000.6,29186.0,87.9373,-404.466,-90.2224,17046234338094.184,13.231628454483305
