log_stellar_mass,log_vel_disp,log_half_mass_r,log_metallicity,gnn_emb_0,gnn_emb_1,gnn_emb_2,gnn_emb_3,gnn_emb_4,gnn_emb_5,gnn_emb_6,gnn_emb_7,gnn_emb_8,gnn_emb_9,gnn_emb_10,gnn_emb_11,gnn_emb_12,gnn_emb_13,gnn_emb_14,gnn_emb_15,gnn_emb_16,gnn_emb_17,gnn_emb_18,gnn_emb_19,gnn_emb_20,gnn_emb_21,gnn_emb_22,gnn_emb_23,gnn_emb_24,gnn_emb_25,gnn_emb_26,gnn_emb_27,gnn_emb_28,gnn_emb_29,gnn_emb_30,gnn_emb_31,gnn_emb_32,gnn_emb_33,gnn_emb_34,gnn_emb_35,gnn_emb_36,gnn_emb_37,gnn_emb_38,gnn_emb_39,gnn_emb_40,gnn_emb_41,gnn_emb_42,gnn_emb_43,gnn_emb_44,gnn_emb_45,gnn_emb_46,gnn_emb_47,gnn_emb_48,gnn_emb_49,gnn_emb_50,gnn_emb_51,gnn_emb_52,gnn_emb_53,gnn_emb_54,gnn_emb_55,gnn_emb_56,gnn_emb_57,gnn_emb_58,gnn_emb_59,gnn_emb_60,gnn_emb_61,gnn_emb_62,gnn_emb_63,halo_mass_log
10.07846,1.9115045,-1.5460036,-2.294952,5.493543,4.8342156,3.6691585,4.772978,6.6346197,-0.7839849,3.3927324,3.8732042,4.2595487,5.4623933,-0.30709255,4.525613,5.1705585,-0.7133022,4.9636655,4.002989,2.8286846,-0.69147,8.823433,0.13745196,-0.6548322,3.819986,-0.50385857,3.8673275,6.1876907,4.0855994,4.572135,2.6069179,1.1854362,4.1017876,0.9577559,-0.35036245,5.928355,-0.72749054,-0.93473583,1.8476682,2.361481,6.814866,-0.20726377,6.421442,6.858683,2.4856977,0.2033326,3.6473284,-0.21241042,2.7554905,2.7327454,1.2969228,8.220105,-0.39221427,-0.99806297,0.6616182,4.198487,-0.9716903,3.9058275,-0.6271808,-1.023121,2.158713,6.838297,1.9206216,4.1799603,-0.5568671,-0.3367788,-0.11809024,13.715496
10.000381,1.894886,-1.5088869,-2.3309216,5.4359217,4.8384657,3.6532528,4.75196,6.5781274,-0.78240466,3.4111276,3.8748631,4.214966,5.4567614,-0.30943462,4.5137386,5.135777,-0.7124582,4.9975758,4.0092726,2.836507,-0.6882142,8.800941,0.13637695,-0.65106,3.822503,-0.5022136,3.8359447,6.1517925,4.1045413,4.560942,2.618701,1.1737757,4.120084,0.96522003,-0.34772408,5.907088,-0.72424304,-0.92986953,1.8617058,2.3492856,6.8100147,-0.20420115,6.433829,6.8308754,2.4386766,0.19200112,3.6153727,-0.22002146,2.745921,2.7176883,1.2981546,8.192882,-0.39115965,-0.99374336,0.6716257,4.203188,-0.969379,3.9328694,-0.624665,-1.0178751,2.1750312,6.8277493,1.9278045,4.1858115,-0.5572651,-0.33485997,-0.11663224,13.715496
10.026933,1.8973192,-1.5408195,-2.2416375,5.490009,4.83549,3.6583467,4.7495513,6.6132784,-0.780443,3.4016368,3.8698921,4.2561636,5.441892,-0.30536932,4.52021,5.1441684,-0.7110442,4.9479513,4.002799,2.8068678,-0.68868434,8.790174,0.13796565,-0.65407443,3.7886975,-0.50360495,3.8339965,6.1357822,4.0902524,4.5511913,2.6126602,1.1736567,4.0914545,0.93791324,-0.35870606,5.9192395,-0.72665644,-0.9321984,1.820138,2.3602982,6.794309,-0.21959913,6.399675,6.8070617,2.492247,0.20189384,3.622995,-0.21690293,2.7332702,2.7120404,1.2969815,8.190908,-0.39097708,-0.99426687,0.6419897,4.2061806,-0.9661682,3.9011524,-0.62609184,-1.0192949,2.1700509,6.833335,1.8997357,4.1621404,-0.55503684,-0.34628192,-0.13393733,13.715496
10.186328,1.9469904,-1.4432158,-1.8910335,5.7168803,4.790436,3.794767,4.830499,6.7689276,-0.7823601,3.3506134,3.870129,4.405982,5.4032474,-0.2824256,4.615448,5.089265,-0.7004689,4.828909,3.983595,2.8150318,-0.6822693,8.652436,0.13762718,-0.6619459,3.735145,-0.50613475,3.784345,6.081951,3.9966087,4.420739,2.6182227,1.0916396,3.8927932,0.8133669,-0.44495338,6.0867615,-0.7385654,-0.94254017,1.7278159,2.423776,6.757268,-0.32722324,6.3091908,6.7601304,2.682392,0.17935398,3.624403,-0.17674062,2.729441,2.7640414,1.295007,8.197371,-0.39056548,-0.98640156,0.43743807,4.1943026,-0.9600832,3.7863908,-0.6377637,-1.0200735,2.1024175,6.8975763,1.6892784,4.021862,-0.5550079,-0.43712512,-0.27487573,13.3143425
10.252524,1.9595237,-1.4078918,-1.8883814,5.746681,4.7884192,3.8367987,4.867872,6.7942867,-0.7854899,3.3422039,3.8753374,4.4275103,5.416731,-0.28061184,4.642725,5.0902195,-0.7016813,4.847526,3.978302,2.8415692,-0.68261105,8.658803,0.1374579,-0.6628851,3.758752,-0.50728524,3.7955525,6.108718,3.9918056,4.4108562,2.611675,1.0844599,3.8772213,0.8117764,-0.44803864,6.126753,-0.7416036,-0.9455312,1.7492709,2.4307456,6.7836947,-0.3263508,6.330363,6.798903,2.6912587,0.17289236,3.6358,-0.17104825,2.747457,2.7922914,1.2932076,8.223687,-0.39101416,-0.98803604,0.41926038,4.1865873,-0.9637511,3.7897825,-0.64089775,-1.0221916,2.0888574,6.920678,1.6698127,4.02265,-0.5574943,-0.43865582,-0.27598435,13.3143425
10.186328,1.9469904,-1.4432158,-1.8910335,5.7165956,4.791201,3.7943788,4.8305635,6.767545,-0.7824215,3.3540802,3.8704872,4.406423,5.403473,-0.28257713,4.615529,5.088885,-0.70050895,4.830731,3.979644,2.8140893,-0.6821709,8.653902,0.13701741,-0.6617402,3.732474,-0.5063249,3.7843804,6.0813613,3.999761,4.421995,2.6145291,1.0915941,3.8913016,0.81314886,-0.4451943,6.0843873,-0.7386416,-0.9424764,1.7276866,2.425789,6.7609954,-0.32718077,6.3103333,6.762124,2.6793642,0.17939845,3.624251,-0.17563733,2.7291346,2.7639968,1.2950041,8.198824,-0.3907259,-0.9866711,0.43731332,4.194988,-0.9599787,3.787096,-0.6379075,-1.0200307,2.10274,6.8989005,1.6896894,4.022652,-0.55507416,-0.4370698,-0.27480164,13.3143425
10.052314,1.9095982,-1.4424539,-1.9137647,5.6371284,4.794588,3.745951,4.777493,6.7034893,-0.77898777,3.361381,3.8689287,4.346514,5.3775535,-0.2846908,4.5807095,5.065738,-0.69715875,4.8227606,3.9832954,2.800674,-0.6770614,8.614745,0.14057308,-0.6561911,3.7052824,-0.5028881,3.7384698,6.0313067,4.0079217,4.4291024,2.6209426,1.0913514,3.903953,0.8186681,-0.4398373,6.030424,-0.73296356,-0.9344653,1.7196608,2.4218028,6.721408,-0.32475296,6.277618,6.70709,2.6377769,0.17980643,3.5920753,-0.17372872,2.7040606,2.7201238,1.2966485,8.145186,-0.3903686,-0.9800589,0.4603612,4.195616,-0.9535037,3.7902641,-0.6341638,-1.0143219,2.1120737,6.852116,1.712822,4.014873,-0.55214226,-0.43459645,-0.2715211,13.3143425
9.530305,1.7565587,-1.9649553,-2.259233,5.320155,4.8684487,3.3091416,4.528727,6.5912695,-0.7708998,3.1229527,3.8203025,4.0620375,5.337065,-0.3052579,4.2562013,5.34587,-0.68784916,4.4218974,3.958419,2.6235585,-0.67603445,8.617086,0.24353698,-0.6411815,3.5433173,-0.48079863,3.7845268,6.102072,3.9380047,4.851342,2.4824476,1.3134577,4.014001,0.9819722,-0.29869324,5.5910244,-0.70015895,-0.906666,1.6389344,2.4531722,6.376582,-0.23021467,5.914452,6.7107897,2.5533414,0.32490963,3.6910324,-0.085581705,2.6586022,2.4572797,1.2818222,8.021986,-0.40054727,-0.98081636,0.8374918,4.078316,-0.939943,3.5911598,-0.61189395,-1.0227689,2.0029438,6.4240975,2.0975604,4.0105114,-0.52786124,-0.32777423,-0.09224806,12.624021
9.530305,1.7565587,-1.9649553,-2.259233,5.3184423,4.8697295,3.308515,4.5282354,6.589406,-0.77093756,3.1284938,3.8207219,4.06273,5.337304,-0.30550867,4.2562556,5.3451986,-0.68793166,4.425369,3.9532495,2.6219475,-0.675942,8.619494,0.24253234,-0.6409245,3.5397263,-0.48107558,3.7845616,6.100736,3.9426968,4.8531427,2.4780753,1.313356,4.012603,0.9816613,-0.29904568,5.587956,-0.70027584,-0.90658486,1.6384598,2.4553964,6.3801227,-0.23017795,5.916703,6.7118483,2.5490756,0.32493103,3.690538,-0.08430494,2.657785,2.4571986,1.2819169,8.02415,-0.40075445,-0.981202,0.83732855,4.079803,-0.9397911,3.5915618,-0.6120578,-1.0227005,2.0043967,6.4263687,2.0981462,4.011974,-0.5279528,-0.32770485,-0.09221444,12.624021
9.530305,1.7565587,-1.9649553,-2.259233,5.318158,4.8698144,3.308431,4.528167,6.5891113,-0.7709435,3.1293027,3.8207905,4.0628176,5.3373365,-0.30553892,4.256251,5.3451796,-0.6879347,4.4257636,3.9526527,2.621791,-0.6759374,8.619775,0.24233428,-0.64088947,3.5392609,-0.48110446,3.7845695,6.10057,3.9433246,4.8534036,2.4775245,1.3133372,4.012442,0.98164475,-0.29909158,5.587498,-0.7002824,-0.90657234,1.6383114,2.4557672,6.380409,-0.23017827,5.917016,6.7119355,2.5484757,0.32493076,3.6904807,-0.084185466,2.6576767,2.4571939,1.281934,8.024397,-0.4007865,-0.9812527,0.8373103,4.080079,-0.93977326,3.5916665,-0.6121005,-1.0226905,2.0045161,6.426671,2.098233,4.0121136,-0.5279659,-0.3276947,-0.092207134,12.624021
9.530305,1.7565587,-1.9649553,-2.259233,5.3185654,4.869542,3.308616,4.528308,6.5897193,-0.7709321,3.127611,3.8206413,4.0626135,5.33726,-0.30546743,4.2562447,5.3452935,-0.68791705,4.424865,3.9540896,2.622207,-0.67596066,8.619085,0.2427026,-0.6409726,3.540298,-0.48102897,3.784556,6.100913,3.941978,4.8528314,2.478766,1.3133705,4.012836,0.98171693,-0.29898876,5.588494,-0.7002594,-0.9065978,1.6385072,2.455034,6.3793745,-0.23018634,5.916342,6.7117195,2.5497837,0.324924,3.690593,-0.084518,2.657895,2.4572124,1.2819047,8.023809,-0.40071765,-0.98114127,0.8373561,4.0795875,-0.9398185,3.5914624,-0.61202985,-1.0227096,2.0042214,6.426024,2.0980477,4.011753,-0.5279368,-0.32771868,-0.0922232,12.624021
9.133479,1.7655315,-1.5891459,-2.417479,5.037679,4.869668,3.2723167,4.4511504,6.2851686,-0.7658458,3.3363743,3.8703208,3.8438187,5.337135,-0.31568342,4.237639,5.0432816,-0.67693645,4.7207165,4.0065293,2.7407272,-0.65267974,8.410186,0.24292223,-0.61845124,3.5839667,-0.47137198,3.5888195,5.8614984,4.107585,4.658385,2.5805743,1.1445482,4.028118,0.978382,-0.22513072,5.5462832,-0.68447095,-0.8870794,1.72423,2.3982625,6.3462653,-0.1789975,6.0686684,6.5615873,2.3548286,0.19061677,3.476112,-0.11495779,2.662434,2.4434552,1.321872,7.8960853,-0.39542112,-0.94962245,0.78469354,4.096969,-0.9296214,3.763181,-0.6004284,-0.98577404,2.0877466,6.476634,2.0302825,4.01037,-0.5379703,-0.27622634,-0.030706266,12.955444
9.451696,1.8060627,-1.5743296,-2.019421,5.353434,4.811685,3.4544663,4.5514746,6.522103,-0.77030504,3.2104301,3.8451564,4.0709577,5.2952237,-0.2895282,4.358005,5.065674,-0.67197937,4.5555897,3.968683,2.7182198,-0.6539331,8.360025,0.22080626,-0.6331611,3.5369382,-0.47918668,3.5983145,5.889855,3.9381976,4.5670376,2.5658522,1.1113229,3.8383996,0.85362595,-0.40932706,5.749794,-0.70266145,-0.9031474,1.6268135,2.4703891,6.3813305,-0.31847435,5.9673624,6.5535107,2.5343902,0.20509255,3.5310578,-0.07838798,2.6476789,2.5149815,1.2933751,7.9499536,-0.3958451,-0.95361,0.587835,4.0998483,-0.9276901,3.6411846,-0.61750495,-0.9982831,2.019836,6.5504994,1.8353533,3.8888648,-0.5358399,-0.42262852,-0.22047374,12.955444
9.133479,1.7655315,-1.5891459,-2.417479,5.0379534,4.8693595,3.2724597,4.4511776,6.285649,-0.7658861,3.3355198,3.8702836,3.8436909,5.3370814,-0.31562167,4.23762,5.0432706,-0.6768982,4.720029,4.0074797,2.741256,-0.65268284,8.409633,0.24283381,-0.6184923,3.5844357,-0.47133023,3.5888138,5.861934,4.1069145,4.6578283,2.5811296,1.1445713,4.028035,0.97843885,-0.22506623,5.5465355,-0.68443877,-0.88709116,1.7242758,2.3979216,6.345582,-0.17898425,6.0682325,6.5614557,2.3554688,0.19060083,3.4763138,-0.11507726,2.6625276,2.443492,1.3218825,7.895504,-0.39538735,-0.9495672,0.78471065,4.096871,-0.92964494,3.7631965,-0.6004247,-0.98578274,2.0875647,6.4763174,2.0301738,4.0101533,-0.53793377,-0.2762302,-0.030694518,12.955444
9.133479,1.7655315,-1.5891459,-2.417479,5.037111,4.8704987,3.2718968,4.450984,6.2842617,-0.76584387,3.3392887,3.8705215,3.8442225,5.337253,-0.3158361,4.2376738,5.0429983,-0.6769931,4.722689,4.003215,2.7394447,-0.6526003,8.411459,0.24266884,-0.6182961,3.5820007,-0.47150937,3.588838,5.86069,4.109896,4.6598344,2.578097,1.1445063,4.02739,0.97815263,-0.22533579,5.5448637,-0.68453157,-0.8870264,1.7241156,2.3996592,6.348669,-0.17897207,6.069527,6.5627546,2.352305,0.19068597,3.4755943,-0.11413394,2.6620305,2.4433916,1.321893,7.8976464,-0.3955489,-0.9498264,0.784608,4.097368,-0.92953634,3.7635944,-0.60049886,-0.9857419,2.0882149,6.477697,2.0306425,4.0110207,-0.53801346,-0.2762087,-0.030685028,12.955444
9.556113,1.7903795,-1.6905617,-1.8863089,5.4513845,4.8171206,3.4636765,4.5487833,6.5922747,-0.76479566,3.2170513,3.8336368,4.1703634,5.272681,-0.2857004,4.376451,5.121068,-0.6766433,4.493594,3.9647896,2.6434836,-0.661354,8.428543,0.21336338,-0.64225405,3.4918506,-0.4854192,3.6294074,5.89165,3.937495,4.5766463,2.557705,1.1514184,3.8555274,0.8239015,-0.40279794,5.76328,-0.7099501,-0.90939486,1.562798,2.466752,6.3984933,-0.30769348,5.94219,6.523388,2.6367154,0.24587432,3.5660598,-0.10130695,2.616448,2.5031002,1.2904114,7.9607644,-0.39425328,-0.96152353,0.5726772,4.1280136,-0.92444193,3.6139863,-0.6199174,-1.0051551,2.044854,6.5730767,1.8274162,3.898222,-0.5308931,-0.40651885,-0.21089227,12.91736
9.541244,1.7911619,-1.6932921,-1.9058946,5.4429955,4.8178873,3.4547093,4.5483937,6.5897856,-0.76560336,3.2023888,3.8338385,4.156699,5.276245,-0.28609625,4.3678527,5.12649,-0.6757641,4.483049,3.9624372,2.6475806,-0.66059464,8.420284,0.21866684,-0.6412274,3.4921637,-0.48414645,3.6308033,5.8983765,3.9313893,4.5887833,2.5509548,1.1532478,3.8503103,0.83056,-0.399752,5.7540035,-0.708689,-0.9085934,1.566916,2.4707694,6.388882,-0.30456433,5.932516,6.5333457,2.6296215,0.2459149,3.5692782,-0.09327337,2.621874,2.5004508,1.2895164,7.960652,-0.39489916,-0.9609996,0.581811,4.117113,-0.92482495,3.6098392,-0.61949575,-1.005237,2.0333922,6.558934,1.8357165,3.8937082,-0.5308794,-0.40337983,-0.2042318,12.91736
9.572358,1.7951074,-1.6673033,-1.8839266,5.453656,4.818123,3.4784482,4.5547047,6.585598,-0.76455045,3.2399309,3.8343315,4.1784306,5.276169,-0.286182,4.3890786,5.1055174,-0.67799735,4.5270996,3.968005,2.6491346,-0.66188896,8.438344,0.20656437,-0.64276,3.5019822,-0.48679638,3.6276295,5.884251,3.9522264,4.558233,2.56637,1.1428963,3.8652089,0.8206146,-0.40327698,5.776264,-0.7111999,-0.91028714,1.5704191,2.4596922,6.4229374,-0.3052109,5.9713893,6.520863,2.628607,0.2387996,3.5565274,-0.112126574,2.6161773,2.5130322,1.2916961,7.966375,-0.3933702,-0.96201134,0.562567,4.140421,-0.9251532,3.6313276,-0.62036157,-1.0041484,2.0620139,6.597919,1.8173561,3.909742,-0.53216165,-0.40458655,-0.20755713,12.91736
9.556113,1.7903795,-1.6905617,-1.8863089,5.451354,4.817476,3.463586,4.5486965,6.592,-0.76478297,3.2176921,3.833664,4.170463,5.2727175,-0.28574425,4.3764563,5.1210313,-0.67667043,4.494054,3.964143,2.643062,-0.66133,8.428924,0.21342894,-0.6422205,3.4914742,-0.48545533,3.6294131,5.891387,3.9379268,4.5771203,2.5573127,1.1514053,3.8555713,0.823841,-0.40284556,5.763035,-0.7099563,-0.90939075,1.5627724,2.466954,6.3991632,-0.30769393,5.9424577,6.523362,2.6361535,0.24589518,3.5658653,-0.101273395,2.6164036,2.5030715,1.2903996,7.9612427,-0.39427438,-0.96157265,0.5726626,4.128093,-0.9244215,3.6138787,-0.61992747,-1.0051521,2.0449958,6.573291,1.8274987,3.8983417,-0.53090733,-0.4065257,-0.21089251,12.91736
8.710415,1.6128876,-1.8525536,-3.5080438,4.4690824,4.9687905,2.9293714,4.409749,6.0446744,-0.78629464,3.1333096,3.9443576,3.3239117,5.4822645,-0.3639574,3.9534135,5.363507,-0.69025135,4.7221694,4.014507,2.89071,-0.6571673,8.603973,0.3435738,-0.5874063,3.7806404,-0.44338027,3.7518697,6.236179,4.1560163,5.208646,2.4359524,1.4133719,4.353317,1.3910007,0.22041988,5.134698,-0.647978,-0.85503024,2.0633898,2.3743207,6.266647,0.1865712,6.034728,6.9611483,1.9984264,0.27729723,3.6425083,-0.02128303,2.7993667,2.31733,1.3137102,7.8936996,-0.4115716,-0.9594676,1.398297,3.9076538,-0.95947874,3.774384,-0.5778147,-1.0007994,1.9290688,6.039064,2.6306767,4.2138386,-0.53981686,0.069359556,0.5041974,12.551929
8.89378,1.6389375,-1.8634181,-3.2311597,4.6669693,4.9515476,3.0246553,4.4509125,6.1676364,-0.78380215,3.0941818,3.906207,3.4830325,5.453905,-0.3495485,4.024275,5.361375,-0.6891634,4.6436844,3.992886,2.8401988,-0.6594773,8.590249,0.3323343,-0.5983821,3.7288082,-0.45089278,3.7531826,6.208725,4.091874,5.1364512,2.4325857,1.3903002,4.264306,1.3011937,0.10415045,5.2449994,-0.6598431,-0.8660805,1.9812222,2.3988853,6.2863116,0.08629771,5.9975533,6.9231243,2.1093504,0.28800166,3.6556451,-0.026233682,2.7752178,2.3499315,1.2996999,7.9269214,-0.40954024,-0.96342576,1.2705427,3.926715,-0.95532006,3.727734,-0.5864365,-1.0059433,1.9277246,6.115087,2.5059667,4.159559,-0.5375298,-0.021454202,0.37774786,12.551929
8.710416,1.6128876,-1.8525537,-3.508044,4.468434,4.968775,2.929236,4.4094553,6.0446615,-0.7863436,3.1346586,3.9444332,3.3240886,5.4822593,-0.36398345,3.9533699,5.3633037,-0.69023764,4.7226343,4.013495,2.8907273,-0.65714777,8.604105,0.3429653,-0.5873407,3.7798915,-0.44341722,3.7518837,6.236285,4.1567583,5.208743,2.4351354,1.4133574,4.3525906,1.3909501,0.22035632,5.1339173,-0.64795816,-0.8549957,2.0637352,2.3750396,6.266504,0.18659362,6.0349464,6.9614396,1.9974251,0.27730727,3.6424515,-0.020950705,2.799258,2.3173451,1.3137989,7.893941,-0.41163278,-0.95950997,1.398258,3.9078422,-0.9594561,3.7743154,-0.5778836,-1.0007827,1.9290285,6.0392942,2.630832,4.213878,-0.53979605,0.06939103,0.5042401,12.551929
8.651676,1.6005836,-1.8993437,-3.6727655,4.3817425,4.984475,2.8702223,4.3947115,6.0031223,-0.78820026,3.1356695,3.9534078,3.2542078,5.507626,-0.37285802,3.909509,5.4047155,-0.6932775,4.7433405,4.0175414,2.9033504,-0.65962857,8.649442,0.35047176,-0.5837297,3.808347,-0.4404178,3.7837245,6.2851863,4.184125,5.282494,2.4208415,1.4511302,4.4149675,1.4512225,0.28974065,5.0651565,-0.64258367,-0.85125804,2.10725,2.3633924,6.2662477,0.2418112,6.051615,7.012535,1.9424367,0.287795,3.6610057,-0.01839862,2.8164864,2.3007956,1.317281,7.898597,-0.41335633,-0.96239024,1.4903855,3.8932505,-0.9641429,3.79359,-0.57356906,-1.0022851,1.9258507,5.992918,2.7228475,4.2580476,-0.54023093,0.12413919,0.5874745,12.551929
9.174459,1.6776253,-1.9436169,-3.2568069,4.7584925,4.9346566,3.097835,4.510504,6.2923517,-0.7909815,3.095879,3.8615773,3.594256,5.487585,-0.35082445,4.0725694,5.462825,-0.7012155,4.6743674,3.9943738,2.8497353,-0.6756519,8.771053,0.29358038,-0.60987055,3.7997127,-0.4600638,3.8786578,6.3633823,4.0564737,5.1791997,2.4379888,1.4452682,4.3127546,1.3233578,0.028321903,5.309724,-0.669652,-0.8803379,2.0093727,2.392408,6.393275,0.002602735,6.0779924,7.03598,2.1245754,0.31648117,3.7386787,-0.049227603,2.8009632,2.4203458,1.2927042,8.034079,-0.41060406,-0.9831837,1.2934626,3.9597096,-0.9707047,3.7413151,-0.5926534,-1.022882,1.9472319,6.175393,2.5399606,4.2298484,-0.5404767,-0.08083542,0.3155095,12.691324
9.174459,1.6776253,-1.9436169,-3.2568069,4.7595625,4.934188,3.098164,4.5106277,6.29321,-0.79098976,3.0937223,3.8614368,3.5939636,5.4874964,-0.35070994,4.0725827,5.4630027,-0.7011888,4.672844,3.9966779,2.850707,-0.6756875,8.770067,0.29383707,-0.6099888,3.8011174,-0.45996732,3.8786495,6.3640532,4.0545855,5.1780653,2.4397283,1.4453145,4.3131876,1.3234937,0.028461456,5.3108425,-0.6695897,-0.880377,2.0092177,2.3916216,6.3927636,0.0025725574,6.0771737,7.0356584,2.1264062,0.31645346,3.7389233,-0.049963288,2.801459,2.4203942,1.2926557,8.033042,-0.41051593,-0.9830116,1.293525,3.9590516,-0.97077,3.7412655,-0.59258866,-1.0229063,1.9465303,6.174449,2.539725,4.2292056,-0.5404327,-0.080855034,0.3155257,12.691324
9.174459,1.6776253,-1.9436166,-3.2568069,4.758034,4.9349656,3.0977535,4.510367,6.2919645,-0.7909779,3.0969465,3.8616726,3.5943756,5.4876423,-0.35087943,4.0725822,5.462776,-0.7012443,4.6749315,3.9935727,2.8494673,-0.67562395,8.771717,0.29328567,-0.60981286,3.7991643,-0.4601179,3.8786635,6.3633347,4.0571218,5.179412,2.4374623,1.4452536,4.312604,1.3232676,0.028255414,5.309151,-0.66966903,-0.8803274,2.0089605,2.3928077,6.3949733,0.0025985122,6.0785584,7.035943,2.1239154,0.316475,3.7386289,-0.049180895,2.8008437,2.4203331,1.2926788,8.034396,-0.41064724,-0.98323345,1.2934293,3.9599254,-0.9706682,3.7418468,-0.59266675,-1.0228827,1.9474455,6.175788,2.540073,4.2301493,-0.5405027,-0.08081548,0.3155304,12.691324
9.165088,1.7114109,-1.7890161,-2.9520078,4.8859873,4.8947353,3.1819675,4.5251174,6.327429,-0.7873933,3.0926104,3.881101,3.667973,5.436254,-0.3328571,4.1347957,5.32785,-0.68726707,4.621601,3.9860828,2.8444655,-0.662689,8.57848,0.29210207,-0.6106527,3.727231,-0.4596717,3.7675638,6.2183166,4.0126777,5.00944,2.4636161,1.330818,4.141737,1.2007536,-0.09312695,5.420194,-0.674071,-0.881503,1.9223055,2.4271607,6.345195,-0.049129374,6.009364,6.906743,2.2267158,0.2688853,3.6671677,-0.027418148,2.7722108,2.4380105,1.2932687,7.9840336,-0.4078685,-0.9672129,1.0979549,3.962685,-0.95727634,3.707639,-0.59840834,-1.0117794,1.9247723,6.2387323,2.339206,4.0985813,-0.5397892,-0.16813177,0.17135102,12.691324
8.811552,1.6364273,-1.7058328,-2.8176184,4.8109884,4.8846993,3.1068053,4.4310827,6.2030587,-0.7778696,3.0358222,3.918253,3.5515983,5.3502297,-0.3241425,4.076973,5.206132,-0.6668509,4.4976935,3.977443,2.8124394,-0.6387403,8.313414,0.33087116,-0.59566146,3.6028428,-0.4473315,3.5835748,6.0177283,3.9759789,4.949029,2.4573874,1.2685509,4.025622,1.1431866,-0.089453354,5.3528624,-0.6618179,-0.86150676,1.8548596,2.4572883,6.204838,-0.043563224,5.8230543,6.7244406,2.23377,0.24819167,3.5654175,0.022362035,2.7089362,2.332233,1.2938949,7.8204527,-0.40710258,-0.9392584,1.0381616,3.9198775,-0.93203163,3.6732833,-0.5929134,-0.99233466,1.8745371,6.12565,2.2705495,3.9645405,-0.5312389,-0.17369905,0.13526511,12.531685
8.811552,1.6364273,-1.7058328,-2.8176184,4.810071,4.8849,3.1066124,4.4306684,6.2027392,-0.777911,3.0380177,3.918394,3.5518174,5.3502703,-0.3242145,4.0769606,5.2058434,-0.6668706,4.4987993,3.976026,2.8122244,-0.6387367,8.314015,0.33017763,-0.5955893,3.6018338,-0.44741303,3.5835915,6.017507,3.9774375,4.9493003,2.4562898,1.2684114,4.025191,1.1431084,-0.08956623,5.3518767,-0.6618274,-0.8614745,1.8544677,2.458159,6.2056513,-0.043551847,5.8237906,6.72466,2.2322989,0.24818411,3.5652466,0.022651073,2.7087076,2.332233,1.2939732,7.8209314,-0.40718085,-0.93936455,1.0381205,3.9205341,-0.93199855,3.6734567,-0.59299886,-0.99230415,1.874973,6.1263876,2.270759,3.964941,-0.5312481,-0.17366683,0.1352896,12.531685
8.84444,1.6448514,-1.6986364,-2.9114733,4.7780347,4.8873076,3.1110945,4.4470963,6.1976604,-0.7811617,3.0587137,3.930573,3.5367718,5.3746758,-0.32883254,4.079779,5.2233124,-0.67091155,4.5524383,3.9826422,2.8416111,-0.64204144,8.363873,0.3238146,-0.5952438,3.646977,-0.44786862,3.6150033,6.0661983,3.99886,4.9702663,2.4588552,1.2807101,4.0639644,1.1754581,-0.058459587,5.350118,-0.66186494,-0.86266255,1.8982241,2.4486606,6.2383137,-0.013401138,5.8738537,6.7744617,2.2043414,0.24534403,3.5798578,0.016655818,2.7297983,2.3517342,1.2979044,7.8458743,-0.40783775,-0.94315505,1.0737836,3.9240065,-0.9384162,3.7002804,-0.5928228,-0.9946168,1.8820413,6.1361346,2.3074312,4.003092,-0.53409785,-0.1471129,0.17490965,12.531685
8.812401,1.639029,-1.7120386,-2.8947995,4.7800374,4.8880215,3.095267,4.4356523,6.1921587,-0.7797625,3.0448887,3.9276466,3.529686,5.367369,-0.32804883,4.068477,5.221811,-0.6690267,4.5246058,3.98083,2.8285284,-0.6405979,8.3426075,0.32978225,-0.59461373,3.6283693,-0.4467197,3.6043358,6.049711,3.9910414,4.973478,2.4540777,1.2813802,4.0536547,1.1705728,-0.057578392,5.336299,-0.66056985,-0.86120707,1.8849008,2.451685,6.219816,-0.014175786,5.8476067,6.7581735,2.2108204,0.24858533,3.5757573,0.02145301,2.7226675,2.337626,1.2968645,7.832308,-0.4078085,-0.9414275,1.0731661,3.9175441,-0.9358462,3.6898727,-0.59193254,-0.9935427,1.875488,6.1202602,2.3061447,3.9898207,-0.532526,-0.14713451,0.17525382,12.531685
9.059448,1.701782,-1.6267649,-3.9386039,4.380535,4.973207,3.112089,4.584072,6.0390654,-0.8087691,3.1759112,4.0274954,3.3094597,5.646003,-0.38092235,4.0703063,5.375973,-0.71577674,5.1316423,4.0584836,3.1186855,-0.67394507,8.853552,0.29415813,-0.58973134,4.097048,-0.45168513,3.9089057,6.492457,4.224697,5.208533,2.4808164,1.4153755,4.530505,1.527501,0.2638014,5.28269,-0.65722156,-0.8691403,2.3521771,2.3030038,6.5258393,0.3261382,6.41494,7.260652,1.8072037,0.2151202,3.6957736,-0.07786868,2.9382944,2.5127835,1.2967036,8.080999,-0.41250896,-0.9812468,1.4802052,3.9317386,-1.00092,3.9844937,-0.5853549,-1.0122039,1.9840084,6.2104797,2.7056518,4.4180717,-0.5649339,0.14179341,0.606726,12.703004
